Company,Ticker,Sector,PE Ratio,Avg Volume,Market Cap,52 Week Range,Cluster
Terreno Realty Corporation,TRNO,Real Estate,28.760418,949557.0,5688709120.0,1.4867164798671648,0
TC Energy Corporation,TRP,Energy,16.710344,2439244.0,50365448192.0,1.4236856981345392,0
"TPG RE Finance Trust, Inc.",TRTX,Real Estate,9.3133335,774545.0,561487168.0,1.4930448222565689,0
TransUnion,TRU,Financial Services,49.14483,2083532.0,13905677312.0,1.7048809882494729,4
"The Travelers Companies, Inc.",TRV,Financial Services,13.659499,1446826.0,56851824640.0,1.3463862943908895,4
Tenaris S.A.,TS,Energy,8.991713,1739190.0,17446701056.0,1.500367107195301,0
"TCW Strategic Income Fund, Inc.",TSI,Financial Services,12.93973,73332.0,228782176.0,1.1526548672566372,4
"Sixth Street Specialty Lending, Inc.",TSLX,Financial Services,9.896552,499191.0,1887744768.0,1.2739504843918195,4
Taiwan Semiconductor Manufacturing Company Limited,TSM,Technology,19.178082,18644039.0,761925000000.0,1.7999681984417237,1
"Tyson Foods, Inc.",TSN,Consumer Defensive,20.391891,2531309.0,21499869184.0,1.247528446185413,0
Trane Technologies plc,TT,Industrials,28.384686,1696650.0,72322637824.0,1.4604602872469286,2
Titan America SA,TTAM,Basic Materials,13.155556,658877.0,2182846208.0,1.6462962962962964,0
The Toro Company,TTC,Industrials,16.803068,1168144.0,6558179840.0,1.6190247032402951,0
TotalEnergies SE,TTE,Energy,8.644245,1672685.0,129021000000.0,1.4204244031830238,2
"TETRA Technologies, Inc.",TTI,Energy,2.7027905,1124168.0,307736608.0,2.5221674876847295,0
TELUS Corporation,TU,Communication Services,31.3125,3989119.0,22757824512.0,1.304380664652568,0
Tuya Inc.,TUYA,Technology,188.44,4493031.0,1208407296.0,3.6171875,0
"The Taiwan Fund, Inc.",TWN,Financial Services,2.170354,26081.0,188171600.0,1.7860113421550097,4
Two Harbors Investment Corp.,TWO,Real Estate,4.512658,1455372.0,1112525952.0,1.405511811023622,0
"TXNM Energy, Inc.",TXNM,Utilities,19.329588,1155555.0,4782146560.0,1.57001414427157,0
"TXO Partners, L.P.",TXO,Energy,25.830772,116483.0,691204032.0,1.5475987123053676,0
Textron Inc.,TXT,Industrials,14.731566,1532103.0,11611938816.0,1.6613518197573656,0
Tri-Continental Corporation,TY,Financial Services,4.489533,52509.0,1464622720.0,1.3119819140919367,4
Tortoise Energy Infrastructure Corporation,TYG,Financial Services,1.9433384,105955.0,409819744.0,1.5867230719166936,4
"Tyler Technologies, Inc.",TYL,Technology,91.82463,276550.0,23907817472.0,1.6383252818035425,0
"CVR Partners, LP",UAN,Basic Materials,12.736111,27667.0,775385856.0,1.413091833492215,0
"Uber Technologies, Inc.",UBER,Technology,15.809101,22834360.0,150758000000.0,1.586433260393873,5
UBS Group AG,UBS,Financial Services,18.105263,4077344.0,88314159104.0,1.3921149737813168,2
"United Community Banks, Inc.",UCB,Financial Services,11.882353,818627.0,2896776960.0,1.5429568251199304,4
"UDR, Inc.",UDR,Real Estate,155.76924,2265844.0,15263720448.0,1.3106394707828004,0
Urban Edge Properties,UE,Real Estate,29.599998,989380.0,2344888320.0,1.5229885057471264,0
UGI Corporation,UGI,Utilities,12.564707,2179195.0,6882608640.0,1.567014993184916,0
Ultrapar Participações S.A.,UGP,Energy,8.163888,1805086.0,3160218368.0,2.122529644268775,0
U-Haul Holding Company,UHAL,Industrials,27.729858,91704.0,9924524032.0,1.404406538734897,0
"Universal Health Services, Inc.",UHS,Healthcare,9.318965,847914.0,10220196864.0,1.5678375765388333,0
Universal Health Realty Income Trust,UHT,Real Estate,27.222086,65537.0,524088704.0,1.4298669891172915,0
Ubiquiti Inc.,UI,Technology,38.859863,102496.0,17277239296.0,4.499138426191844,0
Unilever PLC,UL,Consumer Defensive,24.588804,2979073.0,156438000000.0,1.3852786540483704,2
UL Solutions Inc.,ULS,Industrials,32.493828,762085.0,10537422848.0,1.768089552238806,0
United Microelectronics Corporation,UMC,Technology,11.692983,15498050.0,16800665600.0,1.6042780748663101,5
"UMH Properties, Inc.",UMH,Real Estate,563.6667,391459.0,1396032128.0,1.4012219959266803,0
UniFirst Corporation,UNF,Industrials,21.107588,127716.0,3150556416.0,1.629228506484824,0
UnitedHealth Group Incorporated,UNH,Healthcare,18.156134,5512665.0,396756000000.0,1.4767735893233433,1
Unum Group,UNM,Financial Services,7.825581,1636360.0,13045714944.0,1.746176105828855,4
Unum Group 6.250% JR NT58,UNMA,,4.993776,21950.0,5442274816.0,1.1262429744920017,0
Union Pacific Corporation,UNP,Industrials,19.336643,3059042.0,128404000000.0,1.2609694126844522,2
"United Parcel Service, Inc.",UPS,Industrials,14.146519,6833519.0,80929988608.0,1.6943125345113197,2
"United Rentals, Inc.",URI,Industrials,14.589711,731752.0,36868866048.0,1.7055769998668975,0
Liberty All-Star Equity Fund,USA,Financial Services,6.4543953,885500.0,1696854144.0,1.3280141843971633,4
"USA Compression Partners, LP",USAC,Energy,33.652775,432840.0,2847727616.0,1.429249762583096,0
U.S. Bancorp,USB,Financial Services,9.263415,12136416.0,58381750272.0,1.5343945423536098,2
US Foods Holding Corp.,USFD,Consumer Defensive,30.022278,2465659.0,13979703296.0,1.4664395912642758,0
"USANA Health Sciences, Inc.",USNA,Consumer Defensive,10.671233,213277.0,440758208.0,2.154978354978355,0
"U.S. Physical Therapy, Inc.",USPH,Healthcare,35.605976,117401.0,995284224.0,1.722797514736339,0
"Cohen & Steers Infrastructure Fund, Inc",UTF,Financial Services,8.577465,240265.0,2353502464.0,1.1931972789115646,4
"Universal Technical Institute, Inc.",UTI,Consumer Defensive,26.45408,787606.0,1409586304.0,2.2371888726207905,0
Unitil Corporation,UTL,Utilities,19.967464,63724.0,947228864.0,1.2979158152840213,0
"Utz Brands, Inc.",UTZ,Consumer Defensive,71.8421,1237796.0,1174743552.0,1.6500617538081515,0
"Universal Insurance Holdings, Inc.",UVE,Financial Services,11.27612,171370.0,636791360.0,1.4630303030303031,4
Universal Corporation,UVV,Consumer Defensive,10.626284,158814.0,1277847168.0,1.308475326399646,0
UWM Holdings Corporation,UWMC,Financial Services,33.730774,4390350.0,9552722944.0,2.3498190591073587,4
Visa Inc.,V,Financial Services,32.114418,7113652.0,614534000000.0,1.4504946576968738,1
Marriott Vacations Worldwide Corporation,VAC,Consumer Cyclical,9.388591,544796.0,1820454272.0,2.1030069077610727,0
Valaris Limited,VAL,Energy,5.9248047,2098983.0,2154764800.0,3.101289134438306,0
Vale S.A.,VALE,Basic Materials,6.333333,36375293.0,38931271680.0,1.630272952853598,5
Invesco Bond Fund,VBF,Financial Services,9.097561,35018.0,170362528.0,1.2198185624563853,4
Invesco California Value Municipal Income Trust,VCV,Financial Services,9.2190485,93391.0,463580064.0,1.2060988433228181,4
Veeva Systems Inc.,VEEV,Healthcare,48.281246,1284549.0,33934317568.0,1.5208810572687226,0
"Velocity Financial, Inc.",VEL,Financial Services,8.921467,102344.0,621629440.0,1.3145363408521302,4
,VG,Energy,12.597014,8341843.0,20421509120.0,3.5555555555555554,0
Virtus Global Multi-Sector Income Fund,VGI,Financial Services,7.1763725,41104.0,82810760.0,1.1885714285714286,4
Invesco Trust for Investment Grade Municipals,VGM,Financial Services,9.623163,153208.0,511445728.0,1.1530172413793103,4
"Valhi, Inc.",VHI,Basic Materials,4.147863,22567.0,444805568.0,2.954706298655343,0
VICI Properties Inc.,VICI,Real Estate,12.4921875,7463109.0,33793265664.0,1.2455503087540865,0
Viking Holdings Ltd,VIK,Consumer Cyclical,103.43055,3508955.0,16493281280.0,2.0669000388953713,0
Vipshop Holdings Limited,VIPS,Consumer Cyclical,6.3582473,4022267.0,6363182592.0,1.56,0
"Vista Energy, S.A.B. de C.V.",VIST,Energy,9.658748,1089940.0,4715634688.0,1.9205854873871069,0
Telefônica Brasil S.A.,VIV,Communication Services,15.710526,866016.0,14507457536.0,1.393574297188755,0
Invesco Municipal Trust,VKQ,Financial Services,9.432292,138659.0,501062976.0,1.1817155756207676,4
Valero Energy Corporation,VLO,Energy,12.63986,3726867.0,34103293952.0,1.7055555555555555,0
"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",VLRS,Industrials,4.162037,866678.0,542564480.0,2.2152777777777777,0
Invesco High Income Trust II,VLT,Financial Services,7.3161764,32708.0,64655496.0,1.2752192982456143,4
Veralto Corporation,VLTO,Industrials,26.069403,1556927.0,21598334976.0,1.3712514159661362,0
Vulcan Materials Company,VMC,Basic Materials,33.6763,1208637.0,30784817152.0,1.3869722893806955,0
"Valmont Industries, Inc.",VMI,Industrials,15.581977,156519.0,5379202048.0,1.8772338003069158,0
Invesco Municipal Opportunity Trust,VMO,Financial Services,9.422681,265219.0,616408064.0,1.1793416572077184,4
Vince Holding Corp.,VNCE,Consumer Cyclical,4.2702703,2397331.0,19923168.0,5.4251968503937,0
Vornado Realty Trust,VNO,Real Estate,819.75006,1418334.0,6639909376.0,2.0798394290811775,0
Vontier Corporation,VNT,Technology,10.556364,1042840.0,4305729536.0,1.5330639235855987,0
VOC Energy Trust,VOC,Energy,4.410959,71822.0,54740000.0,2.5737704918032787,0
"Voya Financial, Inc.",VOYA,Financial Services,8.903565,1092295.0,5285351424.0,1.6078580965096319,4
"Vishay Precision Group, Inc.",VPG,Technology,26.337837,137078.0,258384768.0,1.8906838987614432,0
Invesco Pennsylvania Value Municipal Income Trust,VPV,Financial Services,10.244681,61727.0,172109296.0,1.2010526315789474,4
Veren Inc.,VRN,Energy,18.08818,23138985.0,3651996928.0,2.1138952164009113,5
Vertiv Holdings Co,VRT,Industrials,51.78125,12179542.0,25237833728.0,2.9074626865671642,0
"Virtus Investment Partners, Inc.",VRTS,Financial Services,8.50148,46804.0,992353344.0,1.7607075701650532,4
Victoria's Secret & Co.,VSCO,Consumer Cyclical,7.9731708,4148326.0,1289434112.0,3.541424418604651,0
Vistra Corp.,VST,Utilities,14.911303,9467314.0,35454566400.0,3.059399877526026,0
Vestis Corporation,VSTS,Industrials,94.0,2226652.0,990722368.0,2.6,0
VTEX,VTEX,Technology,80.083336,858657.0,878349184.0,1.964243146603099,0
"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",VTMX,Real Estate,9.533597,228644.0,2067407232.0,1.7802816901408451,0
Invesco Trust for Investment Grade New York Municipals,VTN,Financial Services,10.154639,64901.0,143891760.0,1.2307692307692306,4
Bristow Group Inc.,VTOL,Energy,8.788161,141227.0,807708672.0,1.670020120724346,0
"Ventas, Inc.",VTR,Real Estate,348.89474,3262868.0,29014999040.0,1.6727613689639007,0
"Vitesse Energy, Inc.",VTS,Energy,32.070312,280968.0,791821632.0,1.502830538066769,0
Invesco Senior Income Trust,VVR,Financial Services,8.961538,978306.0,536779520.0,1.3850931677018632,4
Valvoline Inc.,VVV,Consumer Cyclical,15.659524,1713263.0,4179683328.0,1.556182492342415,0
"V2X, Inc.",VVX,Industrials,43.337963,255026.0,1478499712.0,1.6981132075471697,0
Verizon Communications Inc.,VZ,Communication Services,10.346619,26186014.0,183762000000.0,1.2599095504123436,5
Westinghouse Air Brake Technologies Corporation,WAB,Industrials,27.514095,1179837.0,28363474944.0,1.4724200530652143,0
Western Alliance Bancorporation,WAL,Financial Services,8.990127,1321296.0,7040337920.0,1.73015873015873,4
Waters Corporation,WAT,Healthcare,29.569962,528734.0,18859573248.0,1.5168313995129636,0
Webster Financial Corporation,WBS,Financial Services,10.06865,1268572.0,7405243392.0,1.6265887137773258,4
"WESCO International, Inc.",WCC,Industrials,11.028374,845431.0,7017942016.0,1.7264595479594282,0
"Waste Connections, Inc.",WCN,Industrials,81.2887,1150449.0,50194956288.0,1.2577023824373206,0
"Walker & Dunlop, Inc.",WD,Financial Services,22.376175,232683.0,2424649984.0,1.698376203477511,4
Waterdrop Inc.,WDH,Financial Services,8.607143,260411.0,444572704.0,1.6185567010309279,4
Western Asset Diversified Income Fund,WDI,,9.926544,203029.0,699145856.0,1.2728003214142225,0
Woodside Energy Group Ltd,WDS,Energy,6.6951876,1007044.0,23772350464.0,1.791296625222025,0
Western Asset Premier Bond Fund,WEA,Financial Services,20.264153,22704.0,127436544.0,1.1200787401574803,4
"WEC Energy Group, Inc.",WEC,Utilities,22.074535,2493147.0,34021269504.0,1.432812701690977,0
Welltower Inc.,WELL,Real Estate,88.81056,3231985.0,93159874560.0,1.746914940502424,2
"Western Midstream Partners, LP",WES,Energy,9.222637,1344857.0,14137476096.0,1.2895833333333333,0
WEX Inc.,WEX,Technology,15.926,1038195.0,4636412928.0,2.1294703485740154,0
Woori Financial Group Inc.,WF,Financial Services,4.2714114,65380.0,8924665856.0,1.2924592391304346,4
Wells Fargo & Company,WFC,Financial Services,11.494604,17882373.0,208454000000.0,1.6251246261216352,2
"Wyndham Hotels & Resorts, Inc.",WH,Consumer Cyclical,21.770082,989957.0,6089404416.0,1.670902911186641,0
"Cactus, Inc.",WHD,Energy,13.176895,847186.0,2493464576.0,2.0713017751479295,0
"Westwood Holdings Group, Inc.",WHG,Financial Services,60.69231,16877.0,148011344.0,1.6376021798365124,4
Western Asset Inflation-Linked Income Fund,WIA,Financial Services,15.092591,33321.0,190076736.0,1.101023017902813,4
Wipro Limited,WIT,Technology,19.357143,6222134.0,29049845760.0,1.4891944990176817,0
Western Asset Inflation-Linked Opportunities & Income Fund,WIW,Financial Services,14.634483,217108.0,519330624.0,1.0816077953714982,4
World Kinect Corporation,WKC,Energy,20.292036,802770.0,1301263744.0,1.4831618334892425,0
Westlake Corporation,WLK,Basic Materials,19.515087,778791.0,11634679808.0,1.9814519100847563,0
Westlake Chemical Partners LP,WLKP,Basic Materials,13.064972,37193.0,814892608.0,1.1816894761680037,0
"John Wiley & Sons, Inc.",WLY,Communication Services,56.06081,444603.0,2235311360.0,1.5483500717360115,0
"John Wiley & Sons, Inc.",WLYB,Communication Services,57.47297,713.0,2283627008.0,1.48262331838565,0
"Waste Management, Inc.",WM,Industrials,33.155125,1756640.0,90841096192.0,1.2173559184088711,2
"The Williams Companies, Inc.",WMB,Energy,30.76923,8208003.0,68358643712.0,1.636243035287875,2
"Weis Markets, Inc.",WMK,Consumer Defensive,20.360636,117316.0,2239964416.0,1.384866239947481,0
"Advanced Drainage Systems, Inc.",WMS,Industrials,16.933947,653727.0,7855602176.0,1.9620933823137943,0
Walmart Inc.,WMT,Consumer Defensive,38.037342,23316121.0,734905000000.0,1.798155737704918,1
WNS (Holdings) Limited,WNS,Technology,23.062044,629839.0,2744505856.0,1.8095357590966121,0
"Worthington Enterprises, Inc.",WOR,Industrials,38.140495,413639.0,2303678976.0,1.6026927138331573,0
W. P. Carey Inc.,WPC,Real Estate,29.114834,1322263.0,13324689408.0,1.2492912492912494,0
Wheaton Precious Metals Corp.,WPM,Basic Materials,72.529915,1889109.0,38499115008.0,1.7171479080730703,0
WPP plc,WPP,Communication Services,10.703364,309918.0,7551354880.0,1.8201142131979695,0
W. R. Berkley Corporation,WRB,Financial Services,15.354358,2003162.0,25387282432.0,1.5057169636521541,4
"Worthington Steel, Inc.",WS,Basic Materials,10.918604,313027.0,1191133312.0,2.215492957746479,0
"Williams-Sonoma, Inc.",WSM,Consumer Cyclical,15.349659,2508629.0,16645308416.0,1.7552062554855181,0
"Watsco, Inc.",WSO,Industrials,36.938484,278373.0,19897628672.0,1.439997983972582,0
Whitestone REIT,WSR,Real Estate,18.00014,246868.0,668027072.0,1.3726541554959786,0
"West Pharmaceutical Services, Inc.",WST,Healthcare,30.396708,1074954.0,14679033856.0,2.1043589606786535,0
"WisdomTree, Inc.",WT,Financial Services,24.5,1724698.0,1188883072.0,1.6666666666666665,4
"White Mountains Insurance Group, Ltd.",WTM,Financial Services,18.781965,16280.0,4336555008.0,1.2141253856033416,4
"Essential Utilities, Inc.",WTRG,Utilities,18.423962,1744959.0,11015449600.0,1.2591922845087402,0
"Watts Water Technologies, Inc.",WTS,Industrials,22.079403,207088.0,6398423040.0,1.326338598391971,0
"Select Water Solutions, Inc.",WTTR,Energy,27.55,1584047.0,990411520.0,1.9973614775725594,0
The Western Union Company,WU,Financial Services,3.5,6587077.0,3211106048.0,1.5477777777777777,4
"Wolverine World Wide, Inc.",WWW,Consumer Cyclical,19.655172,1508506.0,923796672.0,2.5720250521920667,0
Weyerhaeuser Company,WY,Real Estate,45.49074,3807819.0,17830481920.0,1.4120331950207468,0
United States Steel Corporation,X,Basic Materials,25.0,6753404.0,8886395904.0,1.7154531946508171,0
XAI Octagon Floating Rate & Alternative Income Trust,XFLT,,5.34099,591257.0,371511808.0,1.5336134453781514,0
"Xenia Hotels & Resorts, Inc.",XHR,Real Estate,64.59999,924927.0,1026490752.0,1.9298245614035086,0
"Xinyuan Real Estate Co., Ltd.",XIN,Real Estate,0.2462006,17636.0,9214803.0,4.462025316455696,0
Exxon Mobil Corporation,XOM,Energy,13.341836,17572396.0,452425000000.0,1.2918200408997955,1
"XPO, Inc.",XPO,Industrials,28.55418,1758459.0,10863495168.0,1.8927815659534446,0
Expro Group Holdings N.V.,XPRO,Energy,18.544445,1257116.0,968253696.0,3.656716417910448,0
X Financial,XYF,Financial Services,2.5234191,202403.0,510864288.0,4.809782608695651,4
Xylem Inc.,XYL,Industrials,29.468493,1725647.0,26174617600.0,1.453966358116851,0
"Block, Inc.",XYZ,Technology,11.39035,9107536.0,32175790080.0,2.138302455838001,0
Yalla Group Limited,YALA,Technology,8.72973,529465.0,1026293696.0,1.92722371967655,0
Yelp Inc.,YELP,Communication Services,17.26064,844122.0,2110327424.0,1.287257019438445,0
"YETI Holdings, Inc.",YETI,Consumer Cyclical,13.2219515,1978908.0,2243900928.0,1.700488538143555,0
Full Truck Alliance Co. Ltd.,YMM,Technology,25.134148,9779837.0,10777896960.0,2.078828828828829,0
"Clear Secure, Inc.",YOU,Technology,16.019232,2338227.0,3327443456.0,2.4224299065420563,0
YPF Sociedad Anónima,YPF,Energy,5.2570953,2088222.0,12770107392.0,2.931396786155748,0
Yiren Digital Ltd.,YRD,Financial Services,2.2857141,174944.0,486833184.0,2.233009708737864,4
"Yum! Brands, Inc.",YUM,Consumer Cyclical,26.70498,2427609.0,38825267200.0,1.337099811676083,0
"Yum China Holdings, Inc.",YUMC,Consumer Cyclical,17.733906,3169481.0,15454712832.0,1.8943859649122807,0
"Zimmer Biomet Holdings, Inc.",ZBH,Healthcare,21.283297,2075163.0,18653437952.0,1.3314715359828142,0
Ermenegildo Zegna N.V.,ZGN,Consumer Cyclical,20.147058,827073.0,1730172928.0,2.2082644628099173,0
ZIM Integrated Shipping Services Ltd.,ZIM,Industrials,0.72555,6588265.0,1557437696.0,2.9660600098376784,0
ZTO Express (Cayman) Inc.,ZTO,Industrials,12.868965,2914170.0,15098514432.0,1.6829865361077112,0
Virtus Global Dividend & Income Fund Inc.,ZTR,,10.274822,289396.0,273781312.0,1.199233716475096,0
Zoetis Inc.,ZTS,Healthcare,26.745888,3080329.0,65258725376.0,1.434001431639227,2
Zurn Elkay Water Solutions Corporation,ZWS,Industrials,32.373623,1077704.0,4972700672.0,1.4834174477289113,0
